S.N,BUSINESS_DATE,SECURITY_ID,SYMBOL,SECURITY_NAME,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TOTAL_TRADED_QUANTITY,TOTAL_TRADED_VALUE,PREVIOUS_DAY_CLOSE_PRICE,FIFTY_TWO_WEEKS_HIGH,FIFTY_TWO_WEEKS_LOW,LAST_UPDATED_TIME,LAST_UPDATED_PRICE,TOTAL_TRADES,AVERAGE_TRADED_PRICE,MARKET_CAPITALIZATION
152,2023-02-20,2919,NIFRA,Nepal Infrastructure Bank Limited,220.0000,222.0000,218.0000,,7871,1731200.9000,220.3000,375.0000,176.9000,2023-02-20T11:28:05.317330,218.1000,95,219.94,
153,2023-02-20,2924,GLH,GreenLife Hydropower Limited,300.0000,304.0000,300.0000,,1120,338151.0000,303.0000,511.0000,219.0000,2023-02-20T11:28:30.199335,303.0000,20,301.92,
154,2023-02-20,2925,MLBSL,Mahila Lagubitta Bittiya Sanstha Limited ,2820.7000,2992.2000,2750.0000,,2206,6237646.6000,2765.4200,4329.6000,3156.0000,2023-02-20T11:28:21.173177,2810.1000,95,2827.58,
155,2023-02-20,2931,NIBD84,8.5% Nepal Investment Bank Debenture 2084,760.0000,760.0000,760.0000,,125,95000.0000,760.1000,965.3000,753.4000,2023-02-20T11:13:04.649243,760.0000,2,760.00,
156,2023-02-20,2933,KEF,Kumari Equity Fund,8.1600,8.1700,8.1600,,300,2449.0000,8.3200,10.0700,7.7300,2023-02-20T11:26:59.894586,8.1700,3,8.16,
157,2023-02-20,2934,SHEL,Singati Hydro Energy Limited,324.0000,328.0000,315.0000,,1220,386923.0000,318.0000,512.0000,206.1000,2023-02-20T11:27:48.696137,316.3000,17,317.15,
158,2023-02-20,2935,RURU,Ru Ru Jalbidhyut Pariyojana Limited,746.0000,746.1000,746.0000,,112,83562.0000,759.9000,1150.0000,665.1000,2023-02-20T11:25:02.057090,746.1000,2,746.08,
159,2023-02-20,3946,CHDC,CEDB Hydropower Development Company Limited,731.1000,747.0000,731.1000,,110,81290.0000,740.4000,1024.0000,590.0000,2023-02-20T11:23:02.398196,736.6000,11,739.00,
160,2023-02-20,4951,JBLB,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,2656.8000,2657.0000,2450.0000,,4557,11513175.8000,2711.0000,5368.0000,2430.0000,2023-02-20T11:28:17.315945,2535.0000,218,2526.48,
161,2023-02-20,4956,ULI,Union Life Insurance Company Limited,432.0000,432.0000,425.4000,,300,128562.0000,432.0000,746.0000,429.1000,2023-02-20T11:28:23.330487,426.3000,28,428.54,
162,2023-02-20,4967,NICSF,NIC Asia Select Fund 30,7.8500,7.8500,7.8500,,225,1766.2500,7.8900,9.4200,7.4400,2023-02-20T11:08:34.804441,7.8500,2,7.85,
163,2023-02-20,5982,SLI,Sanima Life Insurance Limited,410.0000,410.0000,402.1000,,400,161940.0000,410.0000,651.2000,311.5000,2023-02-20T11:28:19.549734,405.0000,37,404.85,
164,2023-02-20,8005,MKJC,Mailung Khola Jal Vidhyut Company Limited,443.3000,445.1000,443.3000,,20,8884.0000,451.1000,733.9000,372.6000,2023-02-20T11:17:40.636433,445.1000,2,444.20,
165,2023-02-20,8021,SAHAS,Sahas Urja Limited,530.0000,536.0000,530.0000,,1440,768059.0000,540.0000,715.0000,377.5000,2023-02-20T11:27:38.259614,535.0000,40,533.37,
166,2023-02-20,8024,NBF3,Nabil Balanced Fund-3,7.3000,7.3000,7.3000,,450,3285.0000,7.3800,9.7000,7.0800,2023-02-20T11:23:31.951544,7.3000,3,7.30,
167,2023-02-20,8025,SPC,Samling Power Company Limited,494.0000,494.0000,480.1000,,240,116345.0000,485.0000,845.5000,338.2000,2023-02-20T11:24:08.304353,480.2000,8,484.77,
168,2023-02-20,8026,NYADI,Nyadi Hydropower Limited,335.0000,335.0000,332.5000,,640,212892.0000,339.0000,566.0000,241.0000,2023-02-20T11:26:41.673022,333.0000,17,332.64,
169,2023-02-20,8031,MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,308.5000,308.5000,303.0000,,1940,596394.0000,308.5000,465.9000,193.3000,2023-02-20T11:27:13.452283,304.0000,40,307.41,
170,2023-02-20,8032,BNHC,Buddha Bhumi Nepal Hydropower Company Limited,413.0000,413.1000,413.0000,,30,12392.0000,421.0000,736.0000,306.0000,2023-02-20T11:25:26.741655,413.1000,3,413.06,
171,2023-02-20,8033,GBBD85,Garima Debenture", 2085,770.0000,770.0000,770.0000,,20,15400.0000,785.0000,1000.0000,722.5000,2023-02-20T11:18:57.607191,770.0000,1,770.00,
172,2023-02-20,8034,ENL,Emerging Nepal Limited,675.0000,677.0000,675.0000,,65,43902.5000,684.0000,1481.9000,287.1000,2023-02-20T11:21:51.852061,677.0000,5,675.42,
173,2023-02-20,8036,RULB,Rastra Utthan Laghubitta Sanstha Limited,885.0000,885.0000,870.2000,,30,26254.0000,882.0000,1931.7000,502.0000,2023-02-20T11:26:38.955973,870.2000,3,875.13,
174,2023-02-20,8038,JALPA,Jalpa Samudayik Laghubitta Bittiya Sanstha Limited,3240.1000,3260.0000,3240.1000,,233,756266.9000,3260.0000,3770.0000,318.6000,2023-02-20T11:27:07.456261,3245.0000,14,3245.78,
175,2023-02-20,8041,NESDO,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,3348.0000,3348.0000,3234.0000,,202,663979.0000,3285.0000,3759.0000,747.7000,2023-02-20T11:22:17.223077,3297.0000,14,3287.02,
176,2023-02-20,8045,GVL,Green Ventures Limited,433.0000,440.0000,431.0000,,310,135141.0000,438.8000,511.0000,255.1000,2023-02-20T11:27:49.227719,435.0000,31,435.93,
177,2023-02-20,8055,BHL,Balephi Hydropower Limited,337.2000,340.0000,330.6000,,230,77406.0000,344.0000,397.0000,104.7000,2023-02-20T11:24:04.936163,340.0000,23,336.54,
178,2023-02-20,8063,ULBSL,Upakar Laghubitta Bittiya Sanstha Limited,2335.0000,2335.0000,2289.0000,,186,427171.0000,2333.0000,3951.4000,1211.0000,2023-02-20T11:28:05.737673,2289.0000,12,2296.61,
179,2023-02-20,8065,CYCL,CYC Nepal Laghubitta Bittiya Sanstha Limited,1800.0000,1800.0000,1786.0000,,50,89451.0000,1800.0000,2734.8000,382.2000,2023-02-20T11:27:53.581776,1786.0000,5,1789.02,
180,2023-02-20,8066,RFPL,River Falls Power Limited,286.0000,301.0000,280.1000,,230,66029.0000,290.0000,325.0000,200.0000,2023-02-20T11:16:48.117069,301.0000,15,287.08,
181,2023-02-20,8070,DORDI,Dordi Khola Jal Bidyut Company Limited,300.0000,301.7000,297.3000,,700,210755.0000,300.0000,408.0000,217.0000,2023-02-20T11:28:01.562785,301.3000,23,301.07,
182,2023-02-20,8071,ADLB,Adarsha Laghubitta Bittiya Sanstha Limited,2150.0000,2150.0000,2107.0000,,70,148680.0000,2170.0000,2705.0000,256.8000,2023-02-20T11:25:40.792862,2113.0000,7,2124.00,
183,2023-02-20,8073,NICFC,NIC Asia Flexi CAP Fund,8.0100,8.0100,8.0100,,200,1602.0000,8.0100,10.0000,7.3000,2023-02-20T11:27:26.502993,8.0100,2,8.01,
184,2023-02-20,8074,KDBY,Kumari Dhanabriddhi Yojana,8.1500,8.2900,8.1500,,300,2459.0000,8.2900,10.4300,7.4600,2023-02-20T11:25:59.621056,8.1500,3,8.19,
185,2023-02-20,8075,BHDC,Bindhyabasini Hydropower Development Company Limited,408.0000,408.0000,403.2000,,110,44717.0000,410.0000,520.0000,310.0000,2023-02-20T11:27:18.955287,407.2000,11,406.51,
186,2023-02-20,8076,HHL,Himalayan Hydropower Limited,285.3000,285.3000,280.0000,,110,31027.0000,291.0000,362.1000,202.0000,2023-02-20T11:26:28.834692,283.2000,11,282.06,
187,2023-02-20,8099,UHEWA,Upper Hewakhola Hydropower Company Limited,426.5000,438.0000,426.5000,,130,55758.0000,435.0000,481.0000,130.2000,2023-02-20T11:24:54.347042,429.0000,13,428.90,
188,2023-02-20,8100,SGHC,Swet-Ganga Hydropower & Construction Limited ,372.4000,384.0000,372.4000,,640,242994.0000,380.0000,411.6000,202.1000,2023-02-20T11:28:29.295811,377.0000,29,379.67,
189,2023-02-20,8102,MHL,Mandakini Hydropower Limited,374.6000,374.6000,374.3000,,50,18727.0000,381.8000,436.0000,237.3000,2023-02-20T11:27:32.169309,374.3000,5,374.54,
190,2023-02-20,8104,USHEC,Upper Solu Hydro Electric Company Limited,346.0000,360.0000,346.0000,,220,77066.0000,353.0000,431.9000,237.0000,2023-02-20T11:26:31.217411,360.0000,20,350.30,
191,2023-02-20,8106,GIBF1,Global IME Balanced Fund-1,8.1500,8.1500,8.1500,,100,815.0000,8.1600,10.0000,7.5500,2023-02-20T11:25:43.304595,8.1500,1,8.15,
192,2023-02-20,8108,RHGCL,Rapti Hydro And General Construction Limited,348.8000,375.0000,342.0000,,27697,10036079.0000,342.0000,356.8000,191.6000,2023-02-20T11:26:40.790234,359.0000,199,362.35,
193,2023-02-20,8111,HIDCLP,Hydorelectricity Investment and Development Company Limited Promoter,105.4000,107.0000,103.6000,,7480,789056.0000,103.8000,126.4000,95.0000,2023-02-20T11:27:40.791780,103.7000,15,105.48,
194,2023-02-20,8117,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,702.1000,707.0000,700.0000,,305,214579.5000,711.0000,963.0000,316.0000,2023-02-20T11:20:46.993415,700.0000,17,703.53,
195,2023-02-20,8121,SPHL,Sayapatri Hydropower Limited,471.5000,472.0000,471.5000,,30,14155.0000,480.0000,520.2000,194.8000,2023-02-20T11:26:39.945519,472.0000,3,471.83,
196,2023-02-20,8122,PPL,People's Power Limited,291.5000,292.0000,286.0000,,514,149301.4000,297.0000,336.0000,190.0000,2023-02-20T11:27:09.712269,291.0000,30,290.46,
197,2023-02-20,8123,DLBS,Dhaulagiri Laghubitta Bittiya Sanstha Limited,1196.0000,1215.0000,1196.0000,,110,132650.0000,1220.1000,1662.0000,177.7000,2023-02-20T11:25:02.081740,1215.0000,8,1205.90,
198,2023-02-20,8126,SIKLES,Sikles Hydropower Limited,475.0000,480.0000,468.1000,,1310,615806.0000,477.0000,510.0000,315.5000,2023-02-20T11:22:17.284150,469.0000,15,470.08,
199,2023-02-20,8128,KLBS,Khaptad Laghubitta Bittiya Sanstha Limited,1282.0000,1300.0000,1282.0000,,40,51820.0000,1308.0000,1870.0000,303.2000,2023-02-20T11:17:25.259771,1300.0000,4,1295.50,
200,2023-02-20,8131,EHPL,Eastern Hydropower Limited,457.1000,465.0000,449.0000,,330,151027.0000,466.0000,508.0000,216.0000,2023-02-20T11:26:45.069694,465.0000,15,457.65,
201,2023-02-20,8132,SHLB,Shrijanshil Laghubitta Bittiya Sanstha Limited,2051.0000,2051.3000,2030.0000,,160,327375.0000,2090.0000,2485.2000,906.0000,2023-02-20T11:27:04.535333,2040.0000,11,2046.09,
202,2023-02-20,8133,PHCL,Peoples Hydropower Company Limited,360.0000,363.0000,354.0000,,3090,1115168.0000,364.0000,416.1000,196.9000,2023-02-20T11:28:30.465098,357.1000,85,360.89,
203,2023-02-20,9135,BHPL,Barahi Hydropower Public Limited,627.2000,627.2000,603.1000,,440,268792.0000,640.0000,654.7000,194.3000,2023-02-20T11:26:45.993117,609.6000,31,610.89,
