S.N,BUSINESS_DATE,SECURITY_ID,SYMBOL,SECURITY_NAME,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TOTAL_TRADED_QUANTITY,TOTAL_TRADED_VALUE,PREVIOUS_DAY_CLOSE_PRICE,FIFTY_TWO_WEEKS_HIGH,FIFTY_TWO_WEEKS_LOW,LAST_UPDATED_TIME,LAST_UPDATED_PRICE,TOTAL_TRADES,AVERAGE_TRADED_PRICE,MARKET_CAPITALIZATION
28,2023-01-02,472,SADBL,Shangrila Development Bank Ltd.,318.0000,325.0000,314.0000,320.0000,38352,12324329.3000,317.0000,454.9000,245.0000,2023-01-02T14:59:57.676189,320.0000,157,321.34,9634.14
29,2023-01-02,562,MEGA,Mega  Bank Nepal Ltd.,204.0000,207.5000,203.6000,205.0000,88555,18175915.8000,205.0000,317.2000,183.5000,2023-01-02T14:59:52.550289,205.0000,285,205.25,34368.82
30,2023-01-02,574,SKBBL,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,1170.0000,1200.0000,1170.0000,1195.0000,12138,14423090.3000,1170.0000,1525.9000,965.0000,2023-01-02T14:59:47.774610,1195.0000,179,1188.25,18694.74
31,2023-01-02,634,RBCLPO,Rastriya Beema Company Limited Promoter Share,10660.5000,10787.0000,10340.0000,10787.0000,360,3787251.0000,10878.0000,18588.0000,9663.0000,2023-01-02T14:45:29.833205,10787.0000,22,10520.14,19160.90
32,2023-01-02,700,HEIP,Himalayan Everest Insurance Limited Promoter,281.0000,286.6000,280.9000,280.9000,4210,1194779.0000,278.1000,298.0000,214.2000,2023-01-02T14:59:18.247247,280.9000,9,283.79,751.42
33,2023-01-02,2759,SPDL,Synergy Power Development Ltd.,289.0000,296.8000,278.0000,290.0000,37718,10912970.8000,287.0000,555.0000,234.0000,2023-01-02T14:59:58.852101,290.0000,188,289.33,2339.07
34,2023-01-02,2766,CHL,Chhyangdi Hydropower Ltd.,243.0000,260.1000,240.0000,260.0000,30548,7724791.4000,247.5000,550.8000,193.1000,2023-01-02T14:59:44.946493,260.0000,154,252.87,1006.14
35,2023-01-02,2806,GHL,Ghalemdi Hydro Limited,238.0000,240.7000,233.0000,238.0000,43064,10257895.5000,238.0000,397.8000,164.2000,2023-01-02T14:59:59.767779,238.0000,218,238.20,1309.00
36,2023-01-02,2809,SHIVM,SHIVAM CEMENTS LTD,550.0000,560.0000,542.0000,557.0000,62782,34748478.6000,550.0000,1671.8000,490.0000,2023-01-02T14:59:36.370597,557.0000,529,553.47,24508.00
37,2023-01-02,2896,SDLBSL,Sadhana Laghubitta Bittiya Sanstha Limited,1005.0000,1019.9000,991.0000,1000.0000,1616,1619765.5000,1001.0000,1450.0000,901.0000,2023-01-02T14:59:49.945460,1000.0000,57,1002.33,3212.26
38,2023-01-02,8070,DORDI,Dordi Khola Jal Bidyut Company Limited,264.0000,286.0000,243.8000,282.0000,16519,4437501.2000,260.0000,408.0000,217.0000,2023-01-02T14:59:59.979689,282.0000,286,268.63,2973.01
39,2023-01-02,8073,NICFC,NIC Asia Flexi CAP Fund,7.9400,8.0600,7.9000,8.0500,1600,12800.0000,8.1000,10.0000,7.3000,2023-01-02T14:56:33.148638,8.0500,15,8.00,82.11
40,2023-01-02,8117,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,725.0000,730.0000,715.0000,718.0000,3850,2780232.0000,717.3000,963.0000,316.0000,2023-01-02T14:59:39.443096,718.0000,184,722.13,1795.00
41,2023-01-02,155,STC,Salt Trading Corporation,3933.0000,4034.0000,3885.0000,4000.0000,3246,12887672.2000,3860.0000,7150.0000,2870.0000,2023-01-02T14:59:57.801885,4000.0000,103,3970.32,10141.25
42,2023-01-02,250,JFL,Janaki Finance Company Limited,435.2000,446.0000,430.0000,435.0000,36419,15946908.1000,444.0000,747.0000,305.0000,2023-01-02T14:59:57.368468,435.0000,217,437.87,3003.56
43,2023-01-02,280,SIL,Siddhartha Insurance Ltd.,580.0000,632.8000,573.0000,612.0000,9318,5625896.5000,591.6500,1111.0000,470.0000,2023-01-02T14:59:41.243730,612.0000,93,603.76,8591.99
44,2023-01-02,459,KSBBL,Kamana Sewa Bikas Bank Limited,321.0000,330.1000,321.0000,328.0000,31838,10432492.9000,324.0000,590.0000,292.0000,2023-01-02T14:59:56.464766,328.0000,194,327.67,10307.65
45,2023-01-02,593,KMCDB,Kalika Laghubitta Bittiya Sanstha Ltd,917.0000,934.0000,917.0000,929.0000,464,428053.0000,920.0000,1393.0000,852.8000,2023-01-02T14:59:40.676823,929.0000,13,922.52,2906.61
46,2023-01-02,704,NMBMF,NMB  Microfinance Bittiya Sanstha Ltd.,692.1000,716.0000,692.1000,710.0000,3181,2238481.0000,705.0000,1240.0000,630.0000,2023-01-02T14:59:48.305888,710.0000,65,703.70,4656.63
47,2023-01-02,2743,NGPL,Ngadi Group Power Ltd.,232.0000,241.5000,223.5000,239.0000,231535,54252276.3000,228.0000,795.0000,185.2000,2023-01-02T14:59:57.154003,239.0000,828,234.31,4223.92
48,2023-01-02,2752,NMBHF1,NMB Hybrid Fund L-1,9.3400,9.3800,9.3400,9.3400,51000,476750.0000,9.4800,13.0000,8.7900,2023-01-02T13:15:30.678983,9.3400,7,9.34,9340.00
49,2023-01-02,2753,NEF,Nabil Equity Fund,8.4600,8.4600,8.3800,8.3800,11431,96416.0900,8.5500,11.5300,7.7500,2023-01-02T14:52:29.097819,8.3800,6,8.43,1047.50
50,2023-01-02,2755,NIBLPF,NIBL Pragati Fund,8.2800,8.5600,8.2800,8.5500,24769,207297.5900,8.4100,11.7400,7.7800,2023-01-02T14:59:04.952886,8.5500,9,8.36,641.25
51,2023-01-02,2773,SAEF,Sanima Equity Fund,9.9600,10.1100,9.9500,10.0400,111100,1111265.0000,10.1100,14.9400,9.4600,2023-01-02T14:59:42.390245,10.0400,16,10.00,1305.20
52,2023-01-02,2779,NICGF,NIC Asia Growth Fund,9.2200,9.3000,9.1400,9.1400,43871,405688.8200,9.1300,12.8000,8.6700,2023-01-02T14:46:12.502568,9.1400,13,9.24,763.37
53,2023-01-02,2792,UPPER,Upper Tamakoshi Hydropower Ltd,478.0000,478.0000,455.0000,471.0000,77641,36585638.6000,473.0000,781.3000,354.0000,2023-01-02T14:59:57.978640,471.0000,517,471.21,49878.90
54,2023-01-02,2804,SLBSL,Samudayik Laghubitta Bittiya Sanstha Limited,1215.0000,1239.0000,1201.0000,1225.0000,716,877104.0000,1200.1000,1760.0000,1089.0000,2023-01-02T14:35:52.816791,1225.0000,12,1225.00,1617.00
55,2023-01-02,2810,UPCL,UNIVERSAL POWER COMPANY LTD,237.0000,255.0000,234.0000,254.0000,318763,79234040.3000,237.4000,439.0000,175.9000,2023-01-02T14:59:59.055742,254.0000,1029,248.56,5334.89
56,2023-01-02,2841,RHPL,RASUWAGADHI HYDROPOWER COMPANY LIMITED,287.3000,295.0000,284.0000,290.0000,31928,9273875.9000,293.0000,452.0000,210.0000,2023-01-02T14:59:59.484878,290.0000,173,290.46,17857.88
57,2023-01-02,2867,NMB50,NMB 50,9.3000,9.3000,8.9000,8.9300,95800,866001.7200,9.3800,13.6800,8.2800,2023-01-02T14:59:04.486952,8.9300,18,9.03,1116.25
58,2023-01-02,8022,TPC,Terhathum Power Company Limited,411.9000,411.9000,380.1000,394.0000,11653,4629628.5000,403.9000,825.0000,303.9000,2023-01-02T14:59:40.870042,394.0000,96,397.29,1576.00
59,2023-01-02,8045,GVL,Green Ventures Limited,336.0000,348.0000,335.5000,348.0000,16074,5490232.5000,342.0000,436.4000,255.1000,2023-01-02T14:59:58.963146,348.0000,298,341.55,10875.00
60,2023-01-02,8063,ULBSL,Upakar Laghubitta Bittiya Sanstha Limited,3353.0000,3423.0000,3353.0000,3410.0000,470,1587992.0000,3410.0000,3869.0000,1211.0000,2023-01-02T14:59:49.303607,3410.0000,24,3378.70,2237.81
61,2023-01-02,8074,KDBY,Kumari Dhanabriddhi Yojana,8.1800,8.2000,8.0400,8.0600,3350,27193.0000,8.1800,10.0000,7.4600,2023-01-02T14:59:22.534352,8.0600,20,8.11,32.24
62,2023-01-02,134,HBL,Himalayan Bank Limited,338.1000,338.1000,328.0000,331.0000,15231,5058786.5000,338.0600,398.7500,290.0000,2023-01-02T14:59:14.710466,331.0000,142,332.13,46360.60
63,2023-01-02,180,UIC,United Insurance Co. (Nepal) Ltd.,400.8000,425.0000,385.2000,424.0000,54284,22339265.4000,393.0000,755.0000,325.0000,2023-01-02T14:59:57.361784,424.0000,226,411.52,4577.37
64,2023-01-02,396,NLBBL,Nerude Laghubitta Bittiya Sanstha Limited,891.0000,910.0000,891.0000,905.0000,2377,2142999.4000,907.0000,1326.0000,780.0000,2023-01-02T14:57:23.918836,905.0000,37,901.55,5430.00
65,2023-01-02,469,NIBPO,Nepal Investment Bank Ltd. Promoter Share,219.0000,222.0000,209.1000,209.1000,11385,2494928.9000,223.0000,403.0000,200.0000,2023-01-02T14:59:01.821544,209.1000,16,219.14,38281.07
66,2023-01-02,471,MPFL,Multipurpose Finance Company  Limited,330.0000,337.9000,323.6000,334.9000,20237,6732156.5000,326.0000,506.0000,206.1000,2023-01-02T14:59:55.857991,334.9000,103,332.66,1513.75
67,2023-01-02,694,KLBSL,Kisan Lagubitta Bittiya Sanstha Limited,831.0000,832.3000,783.8000,832.3000,1842,1485786.3000,816.0000,1775.0000,750.0000,2023-01-02T14:55:32.818324,832.3000,38,806.61,3923.22
68,2023-01-02,697,API,Api Power Company Ltd.,235.0000,241.2000,230.0000,237.0000,143592,34090444.2000,235.0000,575.0000,200.0000,2023-01-02T14:59:58.261117,237.0000,663,237.41,9112.45
69,2023-01-02,2758,FOWAD,Forward Microfinance Laghubitta Bittiya Sanstha Limited,1998.0000,1999.0000,1935.0000,1960.0000,9317,18393127.5000,1970.0000,2950.0000,1935.0000,2023-01-02T14:59:34.410013,1960.0000,198,1974.14,20689.05
70,2023-01-02,2780,CMF1,Citizens Mutual Fund -1,7.4600,7.7400,7.3300,7.7400,9775,72087.7500,7.6000,10.4900,6.7500,2023-01-02T14:30:08.107710,7.7400,8,7.37,634.68
71,2023-01-02,2917,CGH,Chandragiri Hills Limited,1058.0000,1160.0000,1058.0000,1150.0000,7541,8416841.0000,1079.0000,1565.0000,900.2000,2023-01-02T14:59:05.465370,1150.0000,133,1116.14,17642.05
72,2023-01-02,2925,MLBSL,Mahila Lagubitta Bittiya Sanstha Limited ,3850.0000,3899.0000,3835.0000,3866.0000,840,3255353.2000,3865.0000,4270.0000,3156.0000,2023-01-02T14:59:52.635451,3866.0000,42,3875.42,5702.35
73,2023-01-02,4947,PSF,Prabhu Select Fund,7.8400,8.0500,7.8400,8.0000,9040,71399.0000,7.9600,9.6100,7.3100,2023-01-02T14:03:55.631895,8.0000,15,7.89,1000.00
74,2023-01-02,8041,NESDO,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,3237.0000,3299.0000,3190.0000,3213.0000,8671,27796373.6000,3237.0000,3759.0000,747.7000,2023-01-02T14:59:56.897005,3213.0000,194,3205.67,8193.15
75,2023-01-02,8071,ADLB,Adarsha Laghubitta Bittiya Sanstha Limited,511.2000,521.4000,511.2000,521.4000,20,10326.0000,501.2000,521.4000,256.8000,2023-01-02T13:21:44.733046,521.4000,2,516.30,107.93
76,2023-01-02,8102,MHL,Mandakini Hydropower Limited,322.5000,335.9000,318.1000,334.0000,5205,1718722.0000,329.0000,436.0000,237.3000,2023-01-02T14:59:58.774908,334.0000,143,330.20,1964.04
77,2023-01-02,8108,RHGCL,Rapti Hydro And General Construction Limited,226.0000,235.6000,221.0000,235.6000,13861,3172755.2000,230.0000,350.9000,191.6000,2023-01-02T14:59:59.392905,235.6000,335,228.89,1443.74
78,2023-01-02,235,HDL,Himalayan Distillery Limited,4076.0000,4099.0000,4010.0000,4019.0000,41015,166482303.4000,4075.0000,5049.0000,2825.0000,2023-01-02T14:59:57.768073,4019.0000,1245,4059.05,61027.68
79,2023-01-02,255,PRVU,Prabhu  Bank Limited,198.0000,198.0000,194.0000,197.4000,39098,7672751.6000,196.1000,377.0000,185.0000,2023-01-02T14:59:57.038450,197.4000,249,196.24,26717.64
80,2023-01-02,397,ADBL,Agricultural Development Bank Limited,326.0000,329.5000,319.5000,326.0000,25571,8341448.9000,326.0000,448.0000,298.0000,2023-01-02T14:59:34.084016,326.0000,170,326.20,42992.61
81,2023-01-02,559,NLG,NLG Insurance Company Ltd.,560.0000,607.0000,555.0000,600.0000,32722,19056285.3000,562.0000,1012.0000,423.0000,2023-01-02T14:59:53.868087,600.0000,230,582.36,7959.69
82,2023-01-02,587,RLFL,Reliance Finance Ltd.,334.0000,345.0000,324.0000,340.0000,25385,8532600.5000,335.0000,581.0000,222.2000,2023-01-02T14:58:35.323931,340.0000,174,336.12,3580.22
83,2023-01-02,682,MMFDB,Mirmire Laghubitta Bittya Sanstha Limited,915.0000,948.6000,908.2000,948.6000,5243,4871428.1000,917.0000,1558.0000,852.0000,2023-01-02T14:59:55.730446,948.6000,63,929.12,5039.02
84,2023-01-02,695,JSLBB,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,1605.0000,1631.0000,1590.0000,1626.0000,2775,4469237.6000,1600.0000,2999.9000,1537.0000,2023-01-02T14:59:40.856408,1626.0000,68,1610.53,2404.95
85,2023-01-02,2751,KKHC,Khanikhola Hydropower Co. Ltd.,210.0000,213.5000,203.9000,210.0000,9693,2030971.0000,206.0000,365.0000,163.8000,2023-01-02T14:59:55.553905,210.0000,84,209.52,978.00
86,2023-01-02,2760,UMHL,United Modi Hydropower Ltd.,248.0000,258.0000,243.1000,257.0000,108969,27647044.0000,248.8000,474.0000,192.1000,2023-01-02T14:59:30.709293,257.0000,344,253.71,2955.50
87,2023-01-02,2781,WNLB,Wean Nepal Laghubitta Bittiya Sanstha Limited,1042.8000,1128.0000,1023.0000,1070.9000,706,733110.6000,1064.0000,2090.0000,831.0000,2023-01-02T14:56:14.080723,1070.9000,19,1038.40,848.21
88,2023-01-02,2788,AKJCL,Ankhu Khola Jalvidhyut Company Ltd,195.0000,200.0000,190.1000,198.0000,38954,7649623.7000,198.0000,350.0000,159.8000,2023-01-02T14:59:41.926681,198.0000,246,196.37,1584.00
89,2023-01-02,2807,ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,1000.0000,1000.0000,978.0000,990.0000,1505,1487067.7000,997.0000,1750.0000,874.3000,2023-01-02T14:59:46.084685,990.0000,50,988.08,3305.75
90,2023-01-02,2815,GMFBS,Ganapati Laghubitta Bittiya Sanstha Limited,805.1000,863.0000,805.1000,845.9000,719,612744.5000,821.5000,1510.0000,750.0000,2023-01-02T14:58:10.194897,845.9000,25,852.21,1282.00
91,2023-01-02,2887,NICLBSL,NIC ASIA Laghubitta Bittiya Sanstha Limited,750.0000,774.0000,745.0000,756.2000,9771,7431373.8000,756.0000,1331.0000,687.3000,2023-01-02T14:59:55.209520,756.2000,178,760.55,13153.65
92,2023-01-02,2893,AIL,Ajod Insurance Limited,475.3000,512.6000,470.0000,512.5000,26418,13260758.5000,466.0000,806.0000,344.0000,2023-01-02T14:54:42.509279,512.5000,396,501.95,5125.00
93,2023-01-02,2934,SHEL,Singati Hydro Energy Limited,244.0000,262.1000,244.0000,262.0000,10694,2736423.0000,244.2000,537.0000,206.1000,2023-01-02T14:59:37.773941,262.0000,120,255.88,3799.00
94,2023-01-02,2937,SBCF,Sunrise Bluechip Fund,7.2700,7.4400,7.2700,7.2900,8540,63195.9000,7.2700,9.8800,6.8500,2023-01-02T13:47:09.430492,7.2900,14,7.39,911.25
95,2023-01-02,8032,BNHC,Buddha Bhumi Nepal Hydropower Company Limited,355.0000,398.2000,354.8000,389.0000,14458,5339451.6000,362.0000,744.0000,246.7000,2023-01-02T14:59:58.869273,389.0000,105,369.30,1556.00
96,2023-01-02,8036,RULB,Rastra Utthan Laghubitta Sanstha Limited,880.0000,931.0000,880.0000,905.0000,1299,1185822.5000,897.0000,1931.7000,502.0000,2023-01-02T14:58:10.902957,905.0000,70,912.87,2353.00
97,2023-01-02,8099,UHEWA,Upper Hewakhola Hydropower Company Limited,366.6000,385.5000,360.0000,380.0000,17235,6451763.4000,374.0000,457.7000,130.2000,2023-01-02T14:59:59.054234,380.0000,219,374.34,1900.00
98,2023-01-02,8111,HIDCLP,Hydorelectricity Investment and Development Company Limited Promoter,103.0000,104.0000,99.0000,104.0000,60925,6208694.5000,101.9000,115.2000,95.0000,2023-01-02T14:59:52.324905,104.0000,71,101.90,10.40
99,2023-01-02,8132,SHLB,Shrijanshil Laghubitta Bittiya Sanstha Limited,1980.4000,2135.7000,1980.4000,2135.7000,3500,7471146.0000,1941.6000,2135.7000,906.0000,2023-01-02T14:58:18.268580,2135.7000,325,2134.61,2335.92
100,2023-01-02,137,EBL,Everest Bank Limited,470.0000,492.5000,468.0000,490.0000,38769,18783637.8000,477.0000,640.0000,411.0000,2023-01-02T14:59:55.249536,490.0000,173,484.50,52199.18
101,2023-01-02,147,SHL,Soaltee Hotel Limited,214.0000,216.8000,212.2000,214.7000,16700,3586554.8000,214.0000,252.6000,186.7000,2023-01-02T14:59:23.601931,214.7000,62,214.76,18994.70
102,2023-01-02,148,TRH,Taragaon Regency Hotel Limited,384.7000,404.9000,369.6000,400.1000,23692,9392208.0000,392.5000,411.4000,302.1000,2023-01-02T14:59:35.704932,400.1000,104,396.42,7548.50
103,2023-01-02,171,SANIMA,Sanima Bank Limited,240.0000,243.0000,236.0000,240.0000,26429,6347179.0000,239.0000,402.0000,222.0000,2023-01-02T14:58:32.688752,240.0000,138,240.15,29904.28
104,2023-01-02,213,BNT,Bottlers Nepal (Terai) Limited,14474.6000,14474.6000,13622.0000,14469.0000,330,4559858.0000,14770.0000,17670.0000,11396.0000,2023-01-02T13:45:43.578409,14469.0000,17,13817.75,17507.49
105,2023-01-02,244,SIFC,Shree Investment Finance Co. Ltd.,328.0000,339.6000,325.3000,337.0000,33676,11277485.4000,333.0000,529.3000,236.3000,2023-01-02T14:59:59.095892,337.0000,181,334.88,3230.73
106,2023-01-02,263,GMFIL,Guheshowori Merchant Bank & Finance Co. Ltd.,344.0000,354.9000,338.1000,351.0000,18381,6405792.5000,343.0000,531.5000,223.9000,2023-01-02T14:59:52.829191,351.0000,94,348.50,3335.90
107,2023-01-02,428,KRBL,Karnali Development Bank Limited,272.5000,294.7000,267.2000,287.0000,42165,11957611.2000,278.0000,514.0000,198.9000,2023-01-02T14:59:57.256455,287.0000,195,283.59,1521.13
108,2023-01-02,532,CBL,Civil Bank Ltd,241.1000,251.3000,239.0000,250.0000,279797,68971254.3000,241.0000,285.4000,194.0000,2023-01-02T14:59:59.057616,250.0000,799,246.50,22689.61
109,2023-01-02,583,GBLBS,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,625.9000,638.0000,619.0000,636.0000,6391,4019174.8000,628.0000,1139.0000,566.0000,2023-01-02T14:59:59.682658,636.0000,74,628.88,6248.70
110,2023-01-02,605,CCBL,Century Commercial Bank Ltd.,191.0000,194.0000,188.3000,190.1000,52720,10060785.4000,190.4000,280.0000,175.0000,2023-01-02T14:59:40.501933,190.1000,252,190.83,19024.68
111,2023-01-02,1740,GIMES1,Global IME Samunnat Scheme-1,9.0000,9.1000,8.9700,9.0000,179883,1623697.5000,9.0000,12.6400,8.0800,2023-01-02T14:59:36.754222,9.0000,26,9.02,900.00
112,2023-01-02,2744,GRDBL,Green Development Bank Ltd.,245.0000,270.0000,245.0000,265.0000,19824,5120781.1000,249.9000,425.0000,182.0000,2023-01-02T14:59:58.884130,265.0000,133,258.31,1375.35
113,2023-01-02,2757,AKPL,Arun Kabeli Power Ltd.,381.0000,397.0000,375.0000,395.0000,75575,29534336.3000,388.0000,624.0000,325.0000,2023-01-02T14:59:59.488018,395.0000,394,390.79,8060.89
114,2023-01-02,2767,HPPL,Himalayan Power Partner Ltd.,278.0000,291.1000,271.0000,287.9000,49840,14149374.0000,279.9000,543.6000,217.6000,2023-01-02T14:59:57.842171,287.9000,174,283.89,3067.34
115,2023-01-02,2774,USLB,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,932.1000,950.6000,932.0000,950.6000,612,579627.0000,932.0000,1786.0000,853.1000,2023-01-02T13:54:02.492254,950.6000,19,947.10,2177.07
116,2023-01-02,2784,NADEP,Nadep Laghubittiya bittya Sanstha Ltd.,685.0000,720.0000,685.0000,714.0000,14543,10237960.8000,697.0000,1039.0000,638.0000,2023-01-02T14:59:23.541330,714.0000,175,703.97,3468.33
117,2023-01-02,2933,KEF,Kumari Equity Fund,8.1000,8.3100,8.0300,8.1600,31780,260995.0000,8.1700,10.0700,7.7300,2023-01-02T14:59:51.020224,8.1600,15,8.21,816.00
118,2023-01-02,3946,CHDC,CEDB Hydropower Development Company Limited,690.0000,711.9000,683.3000,710.0000,9045,6328220.6000,690.0000,1130.0000,590.0000,2023-01-02T14:59:41.508294,710.0000,128,699.63,5959.81
119,2023-01-02,4968,RMF1,RBB Mutual Fund 1,7.4000,7.8100,7.3800,7.5100,5200,39587.5000,7.5300,9.5800,7.0400,2023-01-02T14:48:20.015340,7.5100,18,7.61,938.75
120,2023-01-02,8034,ENL,Emerging Nepal Limited,620.0000,650.0000,616.6000,650.0000,2530,1616536.0000,629.0000,1481.9000,287.1000,2023-01-02T14:59:57.078533,650.0000,64,638.94,3611.40
121,2023-01-02,8075,BHDC,Bindhyabasini Hydropower Development Company Limited,365.0000,366.9000,358.0000,363.0000,22880,8222517.0000,362.0000,520.0000,310.0000,2023-01-02T14:59:44.849029,363.0000,119,359.37,3811.50
122,2023-01-02,8131,EHPL,Eastern Hydropower Limited,321.0000,328.9000,315.0000,328.0000,10919,3538541.0000,327.0000,340.6000,216.0000,2023-01-02T14:59:50.313229,328.0000,193,324.07,2033.60
123,2023-01-02,139,NICA,NIC Asia Bank Ltd.,738.0000,772.8000,725.0000,765.0000,146722,111455088.3000,738.0000,935.3000,600.3000,2023-01-02T14:59:49.789053,765.0000,1040,759.63,88464.64
124,2023-01-02,149,OHL,Oriental Hotels Limited,500.0000,521.0000,500.0000,520.0000,36781,18856977.0000,508.9000,566.0000,413.8000,2023-01-02T14:59:45.071139,520.0000,133,512.68,5866.07
125,2023-01-02,172,NABBC,Narayani Development Bank Limited,381.0000,398.8000,381.0000,397.0000,4147,1627076.5000,387.0000,690.6000,317.7000,2023-01-02T14:59:45.884363,397.0000,45,392.35,1042.00
126,2023-01-02,182,PIC,Premier Insurance Company (Nepal) Limited,676.2000,708.9000,650.1000,705.0000,9745,6715794.6000,663.0000,1225.0000,500.1000,2023-01-02T14:59:32.334029,705.0000,149,689.15,8655.18
127,2023-01-02,256,SFCL,Samriddhi Finance Company Limited,292.0000,303.0000,282.0000,298.0000,67752,20186766.8000,292.9000,457.0000,179.4000,2023-01-02T14:59:59.489720,298.0000,314,297.95,2210.10
128,2023-01-02,268,SWBBL,Swabalamban Laghubitta Bittiya Sanstha Limited,1194.0000,1228.0000,1193.0000,1210.0000,5992,7280867.1000,1215.0000,1467.0000,925.0000,2023-01-02T14:57:54.280655,1210.0000,78,1215.09,13578.26
129,2023-01-02,591,SHPC,Sanima Mai Hydropower Ltd.,301.0000,312.2000,298.3000,312.2000,74997,23149161.3000,301.0000,482.0000,250.0000,2023-01-02T14:59:50.037283,312.2000,285,308.66,9644.64
130,2023-01-02,592,NSLB,Naya Sarathi Laghubitta Bittiya Sanstha Limited,784.0000,809.0000,782.0000,797.0000,655,516016.9000,800.0000,1575.0000,702.0000,2023-01-02T14:58:10.150812,797.0000,19,787.81,2418.06
131,2023-01-02,2754,DHPL,Dibyashwori Hydropower Ltd.,202.0000,206.1000,200.0000,205.0000,11413,2324990.9000,202.3000,381.4000,160.1000,2023-01-02T14:50:18.693460,205.0000,71,203.71,541.20
132,2023-01-02,2832,ILBS,Infinity Laghubitta Bittiya Sanstha Limited,920.0000,920.0000,897.0000,913.9000,1618,1470968.7000,915.0000,1581.0000,849.0000,2023-01-02T14:59:53.814149,913.9000,45,909.12,3788.24
133,2023-01-02,2863,NICBF,NIC Asia Balanced Fund,8.8500,8.8500,8.8500,8.8500,380,3363.0000,8.6800,11.6500,8.2300,2023-01-02T13:02:25.549886,8.8500,1,8.85,668.17
134,2023-01-02,2915,PLI,Prabhu Life Insurance Limited,484.0000,499.8000,457.0000,485.0000,30134,14542518.8000,475.0000,676.0000,321.8000,2023-01-02T14:59:56.384954,485.0000,489,482.59,9700.00
135,2023-01-02,2923,SLCF,Sanima Large Cap Fund,7.3500,7.5000,7.3500,7.5000,1000,7394.0000,7.4900,9.8900,6.9000,2023-01-02T14:57:32.662706,7.5000,7,7.39,900.00
136,2023-01-02,4959,NBLD87,8.5% Nepal Bank Debenture 2087,764.4000,770.0000,750.7000,760.0000,505,385266.9000,780.0000,1020.0000,750.7000,2023-01-02T14:56:35.790826,760.0000,16,762.90,
137,2023-01-02,8038,JALPA,Jalpa Samudayik Laghubitta Bittiya Sanstha Limited,3300.0000,3361.0000,3290.0000,3361.0000,3090,10319492.0000,3325.0000,3770.0000,318.6000,2023-01-02T14:59:43.554436,3361.0000,100,3339.64,5377.60
138,2023-01-02,8100,SGHC,Swet-Ganga Hydropower & Construction Limited ,309.8000,309.8000,286.0000,298.1000,14403,4302101.0000,303.8000,357.0000,202.1000,2023-01-02T14:59:57.346405,298.1000,310,298.69,4748.73
139,2023-01-02,132,NIB,Nepal Investment Bank Limited,234.9000,241.8000,233.0000,238.0000,55611,13143118.0000,239.6000,408.4900,211.0000,2023-01-02T14:59:59.913338,238.0000,261,236.34,45314.83
140,2023-01-02,141,LBL,Laxmi Bank Limited,208.9000,210.1000,205.0000,206.8000,84461,17559906.1000,206.0000,330.0000,185.5000,2023-01-02T14:58:18.158982,206.8000,161,207.90,23888.18
141,2023-01-02,163,NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,914.0000,940.0000,914.0000,940.0000,8369,7783250.8000,914.0000,1345.0000,865.0000,2023-01-02T14:59:57.035113,940.0000,128,930.00,20633.24
142,2023-01-02,164,CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,1165.0000,1188.0000,1148.0000,1177.0000,14521,17021710.2000,1165.0000,1458.0000,882.0000,2023-01-02T14:57:57.509943,1177.0000,268,1172.21,27354.66
143,2023-01-02,166,DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,1019.9000,1019.9000,994.0000,1015.0000,10174,10274551.4000,1011.0000,1407.0000,861.0000,2023-01-02T14:59:46.891015,1015.0000,136,1009.88,14083.11
144,2023-01-02,204,GUFL,Gurkhas Finance Ltd.,577.3000,598.9000,571.0000,590.0000,104912,61282001.9000,589.0000,913.3000,357.0000,2023-01-02T14:59:59.397216,590.0000,420,584.12,5121.16
145,2023-01-02,236,PFL,Pokhara Finance Ltd.,384.0000,393.0000,379.0000,388.0000,16958,6618057.3000,385.0000,630.0000,290.0000,2023-01-02T14:59:54.374408,388.0000,149,390.26,4038.77
146,2023-01-02,359,SRBL,Sunrise Bank Limited,199.0000,202.0000,194.1000,198.1000,37996,7597040.5000,198.0000,319.0000,177.1000,2023-01-02T14:55:50.147157,198.1000,110,199.94,20045.53
147,2023-01-02,371,MDB,Miteri Development Bank Limited,388.0000,388.0000,374.1000,375.0000,10192,3830702.8000,381.0000,617.0000,308.0000,2023-01-02T14:59:58.902417,375.0000,58,375.85,3806.26
148,2023-01-02,417,GBBL,Garima Bikas Bank Limited,349.9000,364.0000,345.0000,361.0000,29372,10510703.9000,352.0000,625.0000,318.0000,2023-01-02T14:59:23.000297,361.0000,217,357.84,18682.76
