Symbol,Date,Open,High,Low,Close,Percent Change,Volume
NEPSE,7/4/2022,2095.62,2148.61,2059,2076.67,-0.47,4349273593
NEPSE,7/3/2022,2028.79,2086.38,2020.96,2086.38,2.84,2480473999
NEPSE,7/1/2022,2041.94,2053.98,2015.56,2028.77,-0.44,1459312015
NEPSE,6/30/2022,1966.86,2037.64,1966.85,2037.64,3.82,2458619495
NEPSE,6/29/2022,1924.91,1963.77,1915.19,1962.71,2.15,1431400641
NEPSE,6/28/2022,1935.54,1936.01,1908.74,1921.31,-0.61,1058263522
NEPSE,6/27/2022,1967.3,1987.59,1931.17,1933.13,-1.22,2044831948
NEPSE,6/26/2022,1863.47,1957.09,1863.43,1956.98,5.1,2196141849
NEPSE,6/24/2022,1848.38,1879.45,1806.95,1862.06,0.75,1151208031
NEPSE,6/23/2022,1889.4,1889.4,1835.88,1848.28,-2.39,1499709635
NEPSE,6/22/2022,1925.46,1926.99,1889.7,1893.53,-1.62,843773459
NEPSE,6/21/2022,1884.25,1931.91,1877.8,1924.74,2.12,1253757715
NEPSE,6/20/2022,1934.03,1934.64,1879.69,1884.81,-2.55,1750600171
NEPSE,6/19/2022,1971.84,1974.22,1928.19,1934.11,-1.89,1134091212
NEPSE,6/17/2022,1981.21,1991.58,1966.85,1971.36,-0.38,736312158
NEPSE,6/16/2022,1966.89,1993.95,1950.76,1978.94,0.64,1187145519
NEPSE,6/15/2022,1999.05,1999.08,1945.42,1966.37,-1.5,1491758817
NEPSE,6/14/2022,2032.53,2034.81,1990.32,1996.26,-1.78,1185546179
NEPSE,6/13/2022,2049.31,2052.47,2027.05,2032.34,-0.77,998674262.4
NEPSE,6/10/2022,2067.76,2070.01,2036.55,2048.16,-0.71,894124114.1
NEPSE,6/9/2022,2082.45,2115.6,2058.28,2062.8,-0.85,1472690554
NEPSE,6/8/2022,2019.54,2096.18,2017.25,2080.44,2.98,1640356608
NEPSE,6/7/2022,2065.19,2065.19,2016.78,2020.23,-2.21,1312806563
NEPSE,6/6/2022,2079.6,2093.95,2054.13,2065.82,-0.62,1273385277
NEPSE,6/3/2022,2113.13,2117.4,2071.93,2078.7,-1.6,1307359541
NEPSE,6/2/2022,2130.35,2142.65,2107.77,2112.47,-0.86,1161514169
NEPSE,6/1/2022,2138.06,2154.58,2119.41,2130.71,-0.34,1078484182
NEPSE,5/31/2022,2172.02,2172.01,2126.39,2137.92,-1.63,1317699090
NEPSE,5/30/2022,2227.43,2233.54,2173.44,2173.44,-2.26,1338856282
NEPSE,5/27/2022,2242.46,2250.69,2214.64,2223.78,-0.71,1298905590
NEPSE,5/26/2022,2240.61,2245.42,2222.89,2239.6,0.36,889834908.6
NEPSE,5/25/2022,2222.49,2243.57,2222.01,2231.57,0.65,1044626939
NEPSE,5/24/2022,2203.14,2227.87,2190.52,2217.19,0.74,1088833542
NEPSE,5/23/2022,2241.26,2249.62,2191.03,2200.88,-1.53,1369513192
NEPSE,5/20/2022,2251.49,2258.51,2231.33,2235.09,-0.7,932206084.3
NEPSE,5/19/2022,2274.8,2282.88,2247.6,2250.91,-1.03,1300981996
NEPSE,5/18/2022,2262.99,2281.96,2237.98,2274.42,0.39,1326320346
NEPSE,5/17/2022,2350.43,2350.43,2263.3,2265.52,-3.61,1644096193
NEPSE,5/12/2022,2373.38,2389.07,2343.33,2350.42,-0.79,2328434273
NEPSE,5/11/2022,2313.28,2369.17,2313.28,2369.06,2.42,2163990743
NEPSE,5/10/2022,2269.36,2314.63,2268.76,2313,1.95,1356687469
NEPSE,5/9/2022,2263.06,2289.84,2255.45,2268.84,0.54,1390607702
NEPSE,5/8/2022,2238.81,2256.64,2204.37,2256.57,0.8,1326421672
NEPSE,5/5/2022,2275.43,2275.42,2225.79,2238.62,-1.63,1654561473
NEPSE,5/4/2022,2310.51,2312.07,2269.73,2275.68,-1.38,1269219421
NEPSE,5/2/2022,2358.24,2359.4,2303.26,2307.44,-2.07,1423498292
NEPSE,4/28/2022,2380.16,2390.27,2351.48,2356.17,-0.84,1496246808
NEPSE,4/27/2022,2373.1,2376.63,2348.57,2376.17,0.22,1089992036
NEPSE,4/26/2022,2386.04,2402.23,2358.76,2370.99,-0.63,1046014417
NEPSE,4/25/2022,2423.74,2444.55,2381.93,2386.01,-1.44,2042253182
NEPSE,4/24/2022,2331.51,2430.28,2331.51,2420.91,4.11,2531275593
NEPSE,4/21/2022,2327.08,2333.93,2286.6,2325.45,0.21,1629168848
NEPSE,4/20/2022,2364.47,2367.25,2316.69,2320.51,-1.56,1458737755
NEPSE,4/19/2022,2347.21,2372.32,2314.42,2357.24,0.57,1326865932
NEPSE,4/18/2022,2386.66,2387.51,2341.92,2343.87,-1.75,1530692956
NEPSE,4/17/2022,2422.34,2437.67,2379.53,2385.64,-1.23,1440723182
NEPSE,4/13/2022,2385.24,2415.35,2366.94,2415.24,1.27,1476318104
NEPSE,4/12/2022,2424.71,2428.8,2379.48,2385.02,-1.44,1524364418
NEPSE,4/11/2022,2471.81,2510.13,2415.9,2419.71,-1.81,2260786628
NEPSE,4/7/2022,2427.97,2476.37,2427.71,2464.31,1.47,2121511280
NEPSE,4/6/2022,2451.81,2458.35,2416.38,2428.75,-0.95,1995964384
NEPSE,4/5/2022,2507.77,2507.77,2434.27,2452.06,-1.86,2671232388
NEPSE,4/4/2022,2517.41,2525.54,2495.84,2497.47,-0.63,1584671562
NEPSE,4/3/2022,2544.48,2547.04,2509.76,2513.41,-1.21,1460773729
NEPSE,3/31/2022,2568.76,2584.54,2538.13,2544.3,-0.93,1890164686
NEPSE,3/30/2022,2527.77,2568.25,2515.8,2568.25,1.61,2250117296
NEPSE,3/29/2022,2542.65,2562.4,2519.89,2527.58,-0.56,1750628199
NEPSE,3/28/2022,2574.12,2580.3,2538.42,2541.84,-1.18,0
NEPSE,3/28/2022,2574.12,2580.33,2537.87,2542.28,-1.17,2545321814
NEPSE,3/27/2022,2623.2,2642.32,2567.75,2572.23,-1.59,4989514416
NEPSE,3/24/2022,2630.93,2639.01,2611.18,2613.67,-0.63,3248943825
NEPSE,3/23/2022,2651.41,2654.48,2622.69,2630.36,-0.77,2046352547
NEPSE,3/22/2022,2634.42,2658.05,2634.41,2650.7,0.61,2518894178
NEPSE,3/21/2022,2620.13,2634.66,2600.92,2634.65,0.69,2592718131
NEPSE,3/20/2022,2634.11,2644.46,2607.74,2616.58,-0.56,2274626191
NEPSE,3/16/2022,2653.57,2661.28,2625.96,2631.32,-0.74,2570401188
NEPSE,3/15/2022,2673.55,2677.36,2637.15,2650.97,-0.64,3364229175
NEPSE,3/14/2022,2677.97,2683.41,2650.23,2668.11,0.01,1342232839
NEPSE,3/13/2022,2575.27,2667.97,2575.21,2667.97,3.94,4870715387
NEPSE,3/10/2022,2512.04,2566.9,2498.45,2566.9,2.08,2780216427
NEPSE,3/9/2022,2542.42,2557.55,2504.37,2514.58,-1.19,2352317142
NEPSE,3/7/2022,2542.66,2566.63,2538.28,2544.93,0.06,2600930403
NEPSE,3/6/2022,2542.57,2568.62,2527.97,2543.39,-0.14,2493241273
NEPSE,3/2/2022,2612.51,2612.5,2542.1,2547.04,-2.43,3621143979
NEPSE,2/28/2022,2662.26,2683.75,2606.62,2610.6,-1.62,3660189868
NEPSE,2/27/2022,2660.39,2680.39,2638.01,2653.7,-0.29,3273065910
NEPSE,2/24/2022,2715.44,2715.82,2654.37,2661.44,-2.17,4293864192
NEPSE,2/23/2022,2732.48,2747.56,2715.91,2720.43,-0.57,3131210282
NEPSE,2/22/2022,2719.89,2750.3,2719.88,2735.93,0.64,3212887822
NEPSE,2/21/2022,2695.26,2719.07,2693.83,2718.51,0.94,2997681072
NEPSE,2/20/2022,2713.52,2715.82,2669.32,2693.1,-1.44,4086474828
NEPSE,2/17/2022,2735.33,2745.37,2723.17,2732.52,-0.07,2278173660
NEPSE,2/16/2022,2759.37,2772.11,2725.16,2734.44,-0.72,3026330784
NEPSE,2/15/2022,2703.35,2754.5,2703.27,2754.29,1.97,3233318614
NEPSE,2/14/2022,2697.37,2729.26,2694.31,2700.98,0,3684009915
NEPSE,2/13/2022,2783.89,2784.19,2696.65,2700.89,-3.59,5977214731
NEPSE,2/10/2022,2813.33,2825.34,2790.9,2801.56,-0.43,3829533350
NEPSE,2/9/2022,2837.33,2837.35,2799.96,2813.52,-0.78,3471109182
NEPSE,2/8/2022,2877.58,2921.35,2825.96,2835.58,-0.57,6287217985
NEPSE,2/7/2022,2834.26,2853.78,2822.52,2851.86,0.49,5022017181
NEPSE,2/6/2022,2877.04,2877.04,2829.1,2836.17,-1.41,5836414510
NEPSE,2/3/2022,2898.61,2925.05,2870.64,2876.74,-0.5,8612174162
NEPSE,2/1/2022,2875.74,2897.18,2855.95,2891.3,0.67,6574842418
NEPSE,1/31/2022,2895.77,2909.13,2860.7,2871.05,-0.5,5154177598
NEPSE,1/30/2022,2805.01,2885.62,2805.01,2885.53,3.8,6324274039
NEPSE,1/27/2022,2778.89,2804.07,2776.74,2779.98,0.12,3343413684
NEPSE,1/26/2022,2817.17,2819.74,2760.88,2776.65,-1.36,4313154042
NEPSE,1/25/2022,2827.75,2857.91,2781.01,2815.06,0.2,5395672627
NEPSE,1/24/2022,2926.12,2926.21,2803.72,2820.65,-3.42,8888513178
NEPSE,1/23/2022,2942.97,2962.44,2906.19,2920.51,-0.37,7030508263
NEPSE,1/20/2022,2901.51,2936.58,2884,2931.34,1.14,5773120409
NEPSE,1/19/2022,2945.63,2952.57,2889.18,2898.31,-1.31,6021311881
NEPSE,1/18/2022,2953.11,2981.92,2915.56,2936.66,-0.37,8443419562
NEPSE,1/17/2022,2944.92,2956.11,2907.19,2947.38,0.71,7901890668
NEPSE,1/16/2022,2873.42,2940.13,2873.41,2926.74,2.41,9676317059
NEPSE,1/13/2022,2808.8,2858.2,2802.49,2857.75,1.93,6669748568
NEPSE,1/12/2022,2839.87,2874.89,2796.61,2803.62,-1.08,8033212742
NEPSE,1/11/2022,2792.64,2848.26,2771.15,2834.13,1.77,6724526198
NEPSE,1/10/2022,2772.09,2806.74,2755.79,2784.95,0.7,7123424035
NEPSE,1/9/2022,2699.88,2770.55,2699.88,2765.47,2.71,7101831591
NEPSE,1/6/2022,2647.76,2692.76,2633.31,2692.47,1.63,3676846349
NEPSE,1/5/2022,2687.75,2700.29,2640.97,2649.2,-1.15,4621598583
NEPSE,1/4/2022,2619.22,2679.95,2593.9,2679.95,2.3,4320269828
NEPSE,1/3/2022,2595.22,2634.86,2593.92,2616.94,1.12,4533017179
NEPSE,1/2/2022,2538.25,2585.01,2528.75,2584.91,2.39,4126980068
NEPSE,12/29/2021,2520.55,2538.78,2512.41,2524.5,0.22,3623480292
NEPSE,12/28/2021,2523.87,2533.63,2486.05,2518.99,-0.11,3125575632
NEPSE,12/27/2021,2600.21,2616.27,2518.16,2521.65,-2.69,5607439671
NEPSE,12/26/2021,2531.43,2596.43,2531.15,2591.42,2.82,5173200503
NEPSE,12/23/2021,2522.51,2542.29,2485.38,2520.23,0.5,4490266410
NEPSE,12/22/2021,2425.05,2509.27,2424.38,2507.7,3.82,4523338143
NEPSE,12/21/2021,2360.33,2415.55,2360.32,2415.55,2.41,2383259847
NEPSE,12/20/2021,2390.81,2390.81,2346.6,2358.81,-0.75,2464689863
NEPSE,12/16/2021,2415.77,2418.87,2371.73,2376.74,-1.57,2301751968
NEPSE,12/15/2021,2433.2,2493.07,2379.09,2414.62,-0.17,4588390678
NEPSE,12/14/2021,2283.67,2418.84,2283.67,2418.85,6.01,1842647144
NEPSE,12/13/2021,2351.93,2351.93,2259.51,2282.01,-3.36,3995604178
NEPSE,12/12/2021,2448.66,2455.72,2359.95,2361.27,-3.62,3382509520
NEPSE,12/9/2021,2454.42,2465.08,2428.33,2449.97,-0.24,2673308792
NEPSE,12/8/2021,2508.29,2511.69,2448.78,2455.81,-2.12,2663909620
NEPSE,12/7/2021,2549.36,2590.76,2505.86,2508.91,-1.46,3128341700
NEPSE,12/6/2021,2508.96,2549.5,2438.86,2546.09,1.28,4542345271
NEPSE,12/5/2021,2586.83,2587.57,2504.69,2513.89,-2.8,4090765325
NEPSE,12/2/2021,2633.64,2645.57,2580.6,2584.61,-1.86,3413589126
NEPSE,12/1/2021,2628.69,2649.99,2628.48,2633.66,0.2,2742085704
NEPSE,11/30/2021,2630.32,2648.04,2603.9,2628.37,-0.06,3089041991
NEPSE,11/29/2021,2650.54,2677.87,2621.8,2629.98,-0.81,4008937133
NEPSE,11/28/2021,2731.78,2733.35,2644.6,2651.49,-2.94,5835135055
NEPSE,11/25/2021,2736.85,2746.55,2720.84,2731.78,-0.12,3789709331
NEPSE,11/24/2021,2737.09,2743.22,2694.06,2735.01,0.07,4217415337
NEPSE,11/23/2021,2765.68,2765.68,2719.99,2733.14,-1.17,4165896578
NEPSE,11/22/2021,2758.99,2778.28,2758.64,2765.44,0.29,3929261627
NEPSE,11/21/2021,2771.76,2780.04,2749.83,2757.53,-0.42,4357309319
NEPSE,11/18/2021,2806.13,2810.64,2760.2,2769.13,-1.16,6271867230
NEPSE,11/17/2021,2795.19,2825.98,2795.19,2801.52,0.61,7379446820
NEPSE,11/16/2021,2720.59,2784.63,2716,2784.58,2.55,5521650857
NEPSE,11/15/2021,2688.06,2728.91,2685.67,2715.35,0.98,4734651444
NEPSE,11/14/2021,2694.05,2704.47,2667.34,2688.92,-0.05,4096219525
NEPSE,11/11/2021,2750.03,2750.28,2687.68,2690.29,-2.17,5119602540
NEPSE,11/9/2021,2831,2833.05,2730.21,2749.86,-2.82,6527729547
NEPSE,11/8/2021,2854.38,2863.8,2821.64,2829.65,-0.86,4420719103
NEPSE,11/3/2021,2858.74,2878.2,2837.59,2848.84,-0.01,6553059152
NEPSE,11/2/2021,2824.83,2845.89,2789.2,2843.62,0.73,6073716888
NEPSE,11/1/2021,2852.32,2866.44,2804.31,2819.87,-0.87,7777510778
NEPSE,10/31/2021,2785.95,2838.09,2775.54,2837.62,1.82,7823226493
NEPSE,10/28/2021,2768.88,2783.77,2746.23,2782.17,0.29,5395268628
NEPSE,10/27/2021,2753.4,2806.71,2716.99,2769.13,0.56,6612648840
NEPSE,10/26/2021,2678.86,2751.41,2678.01,2751.07,2.79,6318340932
NEPSE,10/25/2021,2588.75,2672.25,2588.24,2672.25,3.29,4308895575
NEPSE,10/24/2021,2557,2587.85,2545.5,2584.53,1.06,2773420135
NEPSE,10/21/2021,2573.05,2585.79,2542.65,2556.96,-0.7,2635390460
NEPSE,10/20/2021,2522.2,2590.89,2522,2571.66,2.22,2679028155
NEPSE,10/19/2021,2588.24,2588.37,2481.85,2510.73,-2.99,3777793666
NEPSE,10/18/2021,2656.04,2656.04,2582.26,2587.45,-2.73,2966899791
NEPSE,10/17/2021,2644.42,2670.34,2616.4,2656.97,0.67,1497375371
NEPSE,10/11/2021,2667.59,2670.34,2616.4,2639.38,-0.77,3639468093
NEPSE,10/10/2021,2687.19,2720.36,2654.35,2662.58,-0.81,4498043581
NEPSE,10/6/2021,2614.74,2681.39,2614.52,2681.11,2.47,4500658142
NEPSE,10/5/2021,2569.79,2620.32,2569.78,2612.65,1.43,2996819683
NEPSE,10/4/2021,2577.36,2596.67,2542.09,2570.81,-0.47,3627799935
NEPSE,10/3/2021,2637.36,2640.84,2572.96,2577.5,-2.23,4113814246
NEPSE,9/30/2021,2667.45,2687.59,2629.95,2633.42,-1.33,3700029507
NEPSE,9/29/2021,2616.78,2666.19,2578.76,2665.94,1.82,5028555092
NEPSE,9/28/2021,2683.6,2695.35,2602.19,2615.4,-2.92,5745488179
NEPSE,9/27/2021,2762.6,2769.79,2678.14,2685.42,-2.79,5120973096
NEPSE,9/26/2021,2836.36,2846.29,2756.33,2758.48,-2.2,6500117780
NEPSE,9/23/2021,2833.52,2883.13,2804.16,2819.66,0.1,7726371029
NEPSE,9/22/2021,2719.91,2819.03,2719.89,2816.95,3.82,6179300158
NEPSE,9/21/2021,2693.42,2766.45,2613.87,2712.07,0.37,7364798652
NEPSE,9/20/2021,2817.98,2821.13,2696.81,2698.25,-4.05,8493401009
NEPSE,9/16/2021,2889.21,2889.21,2795.24,2812.39,-2.81,9033900623
NEPSE,9/15/2021,2933.23,2936.89,2881.53,2889.03,-1.44,5358097251
NEPSE,9/14/2021,2950.37,2964.54,2915.62,2929.29,-0.73,5195295443
NEPSE,9/13/2021,2962.81,2984.31,2939.79,2947.7,-0.01,9290554155
NEPSE,9/12/2021,2887.5,2947.5,2887.47,2947.42,2.44,9440035244
NEPSE,9/9/2021,2880.55,2912.38,2865.96,2875.98,0.02,7050770070
NEPSE,9/8/2021,2940.91,2940.91,2873.64,2876.59,-2.09,6646623427
NEPSE,9/7/2021,2999.62,3004.23,2912.99,2936.61,-1.52,7495812161
NEPSE,9/6/2021,2816.93,2981.27,2804.53,2980.79,5.73,9826222807
NEPSE,9/5/2021,2928.8,2929.32,2779.03,2818.73,-3.77,11240391045
NEPSE,9/2/2021,2976.18,2994.35,2915.98,2926.74,-1.66,9505970822
NEPSE,9/1/2021,2977.29,3019.69,2961,2977.02,0.71,9351799655
NEPSE,8/31/2021,3047.26,3047.59,2969.75,2975.84,0,13259696107
NEPSE,8/29/2021,3105.75,3116.82,3038.78,3044.87,-1.56,15483687945
NEPSE,8/26/2021,3085.04,3108.06,3069.72,3094.05,0.48,13421974792
NEPSE,8/25/2021,3126.02,3126.02,3068.04,3076.45,-1.76,12092103504
NEPSE,8/24/2021,3186.47,3188.57,3121.68,3125.01,-1.78,16124468060
NEPSE,8/19/2021,3208.5308,3227.11,3178.25,3180.86,-0.56,20499210767
NEPSE,8/18/2021,3172.3,3220.86,3153.42,3198.19,0.99,21313489269
NEPSE,8/17/2021,3165.69,3177.14,3154.76,3160.32,-0.12,18204939237
NEPSE,8/16/2021,3165.09,3171.2,3136.47,3160.09,-0.17,15930897938
NEPSE,8/15/2021,3170.6536,3187.48,3104.86,3154.34,-0.77,21647600655
NEPSE,8/12/2021,3172.75,3189.66,3166.68,3178.91,0.43,17513276115
NEPSE,8/11/2021,3172.54,3198.26,3158.17,3162.41,-0.06,15455941754
NEPSE,8/10/2021,3120.3,3164.61,3114.06,3161.56,1.63,17846147279
NEPSE,8/9/2021,3113.95,3122.56,3098.6,3109.6,-0.02,14137338881
NEPSE,8/8/2021,3117.03,3121.43,3099.07,3108.13,-0.05,14308136887
NEPSE,8/5/2021,3130.54,3138.61,3101.79,3107.45,-0.5,14316249965
NEPSE,8/4/2021,3126.99,3140.38,3120.78,3123.15,0.32,15595794271
NEPSE,8/3/2021,3094.24,3111.16,3091.92,3111.09,0,11529217775
NEPSE,8/2/2021,3087.91,3101.3,3079.04,3085.07,0.13,10983682606
NEPSE,8/1/2021,3088.45,3099.13,3075.54,3081.07,0.03,12103871862
NEPSE,7/29/2021,3103.53,3107.91,3076.39,3079.82,-0.56,10905830064
NEPSE,7/28/2021,3088.45,3113.59,3075.93,3094.95,0.18,13291954535
NEPSE,7/27/2021,3030.5073,3085.8054,2999.2,3076.3728,0.89,349011988.5
NEPSE,7/26/2021,3072.93,3076.13,3041.81,3050.43,-0.36,14139785431
NEPSE,7/25/2021,3017.56,3058.85,3017.51,3058.64,1.81,14232417472
NEPSE,7/22/2021,2990.9,3018.76,2987.29,3004.33,0.63,11114121616
NEPSE,7/19/2021,3003.47,3032.84,2981.92,2994.42,0.33,11813754607
NEPSE,7/18/2021,2892.47,2980.61,2892.31,2980.61,3.26,11638126493
NEPSE,7/15/2021,2885.4,2890.34,2876.85,2883.38,0.24,8143614302
NEPSE,7/14/2021,2882.07,2883.25,2857.63,2872.05,0.04,5654576205
NEPSE,7/13/2021,2867.16,2884.75,2846.78,2871.03,0.57,5546356224
NEPSE,7/12/2021,2915.58,2930.41,2842.3,2854.84,-1.55,9980026527
NEPSE,7/11/2021,2845.43,2900.18,2845.15,2899.82,2.58,8061382496
NEPSE,7/8/2021,2815.29,2832.73,2793.23,2825.11,0.86,4815520294
NEPSE,7/7/2021,2815.49,2826.41,2793.9,2801.13,-0.6,4585861976
NEPSE,7/6/2021,2829.98,2835.31,2812.96,2818.11,-0.19,4224018255
NEPSE,7/5/2021,2845.5051,2847.4319,2814.3337,2822.74,-0.42,4582212579
NEPSE,7/4/2021,2852.24,2857.83,2831.95,2834.52,-0.3,5053538257
NEPSE,7/1/2021,2833.5571,2867.2519,2831.1066,2843,0.68,6707775484
NEPSE,6/30/2021,2835.67,2844.19,2782.01,2823.88,-1,5838551435
NEPSE,6/29/2021,2880.34,2890.16,2823.21,2828,-1.65,6726361869
NEPSE,6/28/2021,2898.42,2901.99,2861.55,2871.6969,0.15,7725594966
NEPSE,6/27/2021,2856.05,2883.02,2834.42,2870.18,0.96,7167432728
NEPSE,6/24/2021,2871.66,2873.76,2833.06,2843,-0.58,7033603740
NEPSE,6/23/2021,2939.05,2940.03,2856.84,2859.96,-1.87,8362671681
NEPSE,6/22/2021,2844.7,2914.43,2824.04,2913.84,2.79,10286269957
NEPSE,6/21/2021,2924.07,2924.48,2828.62,2834.41,-2.45,11619035674
NEPSE,6/20/2021,2975.25,2980.27,2880.57,2905.32,-2.2,11819428289
NEPSE,6/17/2021,2982.97,2990.01,2944.89,2968.42,-0.11,10904958935
NEPSE,6/16/2021,2989.55,3031.73,2943.3,2969.72,-1.86,15484479319
NEPSE,6/15/2021,3061.81,3064.07,3012.95,3022.11,-0.22,16528749739
NEPSE,6/14/2021,3009.46,3051.02,3009.15,3025.83,1.39,18884031519
NEPSE,6/13/2021,2965.77,2984.24,2957.13,2983.11,1.23,19550166636
NEPSE,6/10/2021,2968.09,2971.89,2925.74,2944.78,-0.07,16100412436
NEPSE,6/9/2021,2995.08,3005.9,2933.62,2946.58,-0.52,16997092703
NEPSE,6/8/2021,2931.18,2960.29,2925.49,2960.14,1.84,16951320640
NEPSE,6/7/2021,2928.09,2933.54,2892.23,2906.7,0,15818659063
NEPSE,6/6/2021,2884.07,2920.21,2880.47,2906.91,1.72,17271787525
NEPSE,6/3/2021,2833.84,2876.11,2833.63,2856.77,1,16907020286
NEPSE,6/2/2021,2793.22,2827.29,2770.83,2827.13,1.86,11351815356
NEPSE,6/1/2021,2790.72,2799.85,2751.65,2771.15,-0.51,8598160117
NEPSE,5/31/2021,2842.28,2851.18,2781,2782.86,0.32,13604619431
NEPSE,5/30/2021,2836.11,2854.8,2814.72,2827.93,0.42,17028432245
NEPSE,5/27/2021,2784.59,2836.06,2760.86,2815.4,-0.01,14768808492
NEPSE,5/25/2021,2828.07,2836.24,2803.72,2816.6,-0.26,11133398108
NEPSE,5/24/2021,2840.21,2850.73,2807.33,2823.05,0.02,13175353188
NEPSE,5/23/2021,2768.87,2820.6,2737.43,2820,0.96,11695034728
NEPSE,5/20/2021,2807.53,2807.53,2775.89,2787.19,0.24,9305222004
NEPSE,5/19/2021,2816.26,2822.23,2769.2,2780.81,-0.62,11958097411
NEPSE,5/18/2021,2784.6,2794.96,2766.71,2793.81,1.24,11359360092
NEPSE,5/17/2021,2748.83,2771.22,2747.82,2759.22,0.73,9576361139
NEPSE,5/16/2021,2693.91,2738.59,2693.91,2738.3,2.02,10403879000
NEPSE,5/13/2021,2701.92,2702.74,2679.03,2684.01,0.37,7126885280
NEPSE,5/12/2021,2685.41,2688.75,2664.04,2673.88,-0.07,5326052801
NEPSE,5/11/2021,2647.48,2680.91,2645.77,2673.32,0.98,5810673071
NEPSE,5/10/2021,2613.18,2647.07,2607.78,2645.85,1.02,4203832789
NEPSE,5/9/2021,2652.58,2652.6,2613.32,2618.63,-0.72,6148966772
NEPSE,5/6/2021,2657.2,2659.09,2626.08,2637.13,-0.47,6810091453
NEPSE,5/5/2021,2675.95,2676.57,2648.52,2649.6,-0.19,6216814313
NEPSE,5/4/2021,2652.27,2663.64,2640.54,2654.03,0.07,5894773562
NEPSE,5/3/2021,2676.46,2694,2645.71,2652.58,-0.46,7529290146
NEPSE,5/2/2021,2627.82,2665.11,2610.81,2665.11,2.07,7360800500
NEPSE,4/29/2021,2601.21,2612.29,2582.35,2611.11,1,4357019249
NEPSE,4/28/2021,2606.56,2622.66,2563.95,2585.28,-0.53,3990431236
NEPSE,4/27/2021,2506.52,2599.37,2504.23,2599.08,0,5109096957
NEPSE,4/26/2021,2571.5,2579.41,2500.74,2506.62,0,6590928202
NEPSE,4/25/2021,2664.7,2665.56,2563.78,2572.21,0,7284194901
NEPSE,4/22/2021,2647.11,2651.53,2609.02,2648.01,0,5915139888
NEPSE,4/21/2021,2674.82,2675.41,2624.7,2632.21,0,5772251203
NEPSE,4/20/2021,2673.24,2684.77,2645.56,2664.62,0,5538617640
NEPSE,4/19/2021,2716.24,2716.87,2656.58,2661.94,0,6766801224
NEPSE,4/18/2021,2759.9,2760.02,2696.3,2699.51,0,8801803215
NEPSE,4/15/2021,2735.4,2755.3,2731.82,2735.4,0,8636668659
NEPSE,4/13/2021,2698.07,2715.53,2688.18,2714.79,0,7143151000
NEPSE,4/12/2021,2674.5,2694.38,2671.74,2691.56,0,7610828050
NEPSE,4/8/2021,2690.28,2690.28,2672.24,2674.36,0,6556616680
NEPSE,4/7/2021,2694.54,2694.98,2667.91,2671.62,0,7266972570
NEPSE,4/6/2021,2678.96,2678.96,2641.8,2674.47,0,7477795738
NEPSE,4/5/2021,2679.39,2682.27,2639.67,2658.75,0,7296760156
NEPSE,4/4/2021,2658.31,2658.73,2646.05,2657.61,0,9006858558
NEPSE,4/1/2021,2645.5,2645.5,2615.26,2631.9,0,7250924124
NEPSE,3/31/2021,2596.66,2619.15,2592.8,2619.03,0,6166900816
NEPSE,3/30/2021,2545.54,2576.33,2544.96,2575.67,0,6185679498
NEPSE,3/29/2021,2558.23,2562.6,2537.67,2543.52,0,4410345030
NEPSE,3/25/2021,2584.79,2595.88,2543.56,2548.97,0,6500806040
NEPSE,3/24/2021,2549.55,2570.67,2546.05,2570.31,0,6674423941
NEPSE,3/23/2021,2524.43,2531.46,2495.97,2528.96,0,5141897169
NEPSE,3/22/2021,2562.37,2568.36,2509.21,2514.4,0,5351337290
NEPSE,3/21/2021,2494.48,2538.47,2492.27,2538.47,0,5919824569
NEPSE,3/18/2021,2448.72,2476.61,2441.17,2475.09,0,4661792187
NEPSE,3/17/2021,2399.21,2432.4,2390.05,2432.15,0,3374552178
NEPSE,3/16/2021,2400.05,2417.47,2369.52,2391.75,0,3375699339
NEPSE,3/15/2021,2418.51,2432.95,2379.78,2389.19,0,4248424066
NEPSE,3/14/2021,2466.27,2469.43,2397.3,2407.26,0,4952722195
NEPSE,3/10/2021,2476.93,2479.63,2446.09,2458.49,0,4100406337
NEPSE,3/9/2021,2494.05,2494.41,2453.38,2461.88,0,4752708147
NEPSE,3/7/2021,2519.97,2527.09,2473.08,2485.1,0,5005466480
NEPSE,3/4/2021,2425.2,2507.09,2422.5,2506.68,0,6058104317
NEPSE,3/3/2021,2449.23,2453.67,2391.14,2416.01,0,6254809442
NEPSE,3/2/2021,2523.45,2529.64,2437.25,2455.33,0,6119638669
NEPSE,3/1/2021,2488.33,2524.4,2442.6,2515.03,0,5692316831
NEPSE,2/28/2021,2557.79,2559.43,2474.39,2474.39,0,8355289814
NEPSE,2/25/2021,2622.7,2622.77,2547.84,2554.13,0,6098188414
NEPSE,2/24/2021,2600.32,2620.45,2498.58,2599.07,0,6701872439
NEPSE,2/23/2021,2627.33,2627.33,2519.41,2586.51,0,8561539426
NEPSE,2/22/2021,2665.86,2676.16,2603.05,2607.67,--,8406310671
NEPSE,2/21/2021,2667.27,2667.59,2619.58,2640.34,0,8834603967
NEPSE,2/18/2021,2634.47,2642.47,2619.17,2636.68,0,8762146785
NEPSE,2/17/2021,2619.8,2623.64,2596.19,2611.45,0,8035510844
